Timestamp,SSID,BSSID,RSSI
2023-12-14 16:36:26,CETELI_TREINAMENTOS,46:A4:3C:D1:AC:68,-87
2023-12-14 16:36:26,WP3-CETELI-3-IoT,28:EE:52:50:11:49,-87
2023-12-14 16:36:26,Lab_IoT_VISITANTE,2A:EE:52:50:11:49,-87
2023-12-14 16:36:26,CETELI_WIFI,26:A4:3C:D1:AC:68,-88
2023-12-14 16:36:26,TPV,50:D4:F7:2D:16:6C,-90
2023-12-14 16:36:38,WP3-CETELI-2-IA,C0:C9:E3:4C:23:C1,-61
2023-12-14 16:36:38,WP3-CETELI-3-IoT,28:EE:52:50:11:49,-77
2023-12-14 16:36:38,Lab_IoT_VISITANTE,2A:EE:52:50:11:49,-77
2023-12-14 16:36:38,VISITANTE_CETELI,36:A4:3C:D1:00:24,-78
2023-12-14 16:36:38,CETELI_TREINAMENTOS,46:A4:3C:D1:00:24,-80
2023-12-14 16:36:38,dlink-EAD4,10:BE:F5:23:EA:D4,-81
2023-12-14 16:36:38,Sala07_tplink2G,F4:F2:6D:B3:A0:F9,-83
2023-12-14 16:36:38,CETELI_WIFI,26:A4:3C:D1:03:C8,-85
2023-12-14 16:36:38,CETELI_TREINAMENTOS,46:A4:3C:D1:03:C8,-85
2023-12-14 16:36:38,Project-CP-Lab-2_4GHz,B0:95:75:41:EB:69,-85
2023-12-14 16:36:38,CETELI_TREINAMENTOS,46:A4:3C:D1:AC:68,-86
2023-12-14 16:36:38,CETELI_WIFI,26:A4:3C:D1:00:24,-86
2023-12-14 16:36:38,CETELI_P&D,56:A4:3C:D1:AC:68,-87
2023-12-14 16:36:39,VISITANTE_CETELI,36:A4:3C:D1:03:C8,-88
2023-12-14 16:36:39,CETELI_P&D,56:A4:3C:D1:00:24,-88
2023-12-14 16:36:39,CETELI_P&D,56:A4:3C:D1:03:C8,-90
2023-12-14 16:36:39,LAB_IND-4.0,C0:C9:E3:4C:1F:DA,-90
2023-12-14 16:36:39,TPV,50:D4:F7:2D:16:6C,-91
2023-12-14 16:36:39,CETELI_WIFI,26:A4:3C:D1:AC:68,-92
2023-12-14 16:36:39,VISITANTE_CETELI,36:A4:3C:D1:AC:68,-93
